Designator,Mid X,Mid Y,Rotation,Layer
_7279,171.77,-134.1,180.0,bottom
_7278,171.77,-134.1,270.0,top
_7277,171.77,-134.44,270.0,top
_7276,171.77,-133.9,270.0,top
_7275,171.77,-133.9,270.0,top
_7274,171.77,-134.1,270.0,top
_7273,171.77,-134.1,270.0,top
_7272,171.77,-133.9,270.0,top
_7271,171.77,-134.9,180.0,bottom
_7270,171.77,-135.1,180.0,bottom
_7269,171.77,-134.9,270.0,top
_7268,171.77,-135.1,270.0,top
_7267,171.77,-135.3,270.0,top
_7266,171.77,-135.1,270.0,top
_7265,171.77,-134.84,180.0,bottom
_7264,171.77,-135.1,270.0,top
_7263,171.77,-134.9,270.0,top
_7262,171.77,-135.1,270.0,top
_7261,171.77,-135.1,270.0,top
_7260,171.77,-135.1,270.0,top
_7259,171.77,-151.34,270.0,top
_7258,171.77,-151.54,270.0,top
_7257,171.77,-153.56,270.0,top
_7256,171.77,-153.56,270.0,top
_7255,171.77,-153.56,270.0,top
_7254,171.77,-151.74,270.0,top
_7253,171.77,-153.36,180.0,bottom
_7252,171.77,-135.3,270.0,top
_7251,171.77,-153.56,180.0,bottom
_7250,171.77,-151.54,270.0,top
_7249,171.77,-151.54,270.0,top
_7248,171.77,-151.54,270.0,top
_7247,171.77,-151.54,270.0,top
_7246,171.77,-151.54,270.0,top
_7245,171.77,-151.54,270.0,top
_7244,171.77,-151.54,180.0,bottom
_7243,171.77,-151.54,270.0,top
_7242,171.77,-153.56,180.0,bottom
_7241,171.77,-151.74,270.0,top
_7240,171.77,-151.54,270.0,top
_7239,171.77,-151.74,270.0,top
_7238,171.77,-151.54,270.0,top
_7237,171.77,-151.34,270.0,top
_7236,171.77,-151.54,270.0,top
_7235,171.77,-151.34,270.0,top
_7234,171.77,-151.54,270.0,top
_7233,171.77,-149.94,270.0,top
_7232,171.77,-151.54,180.0,bottom
_7231,171.77,-151.34,270.0,top
_7230,171.77,-149.74,270.0,top
_7229,171.77,-149.74,180.0,bottom
_7228,171.77,-149.74,270.0,top
_7227,171.77,-145.7,270.0,top
_7226,171.77,-151.74,270.0,top
_7225,171.77,-151.74,270.0,top
_7224,171.77,-151.54,270.0,top
_7223,171.77,-151.34,180.0,bottom
_7222,171.77,-151.54,180.0,bottom
_7221,171.77,-151.54,270.0,top
_7220,171.77,-145.9,270.0,top
_7219,171.77,-145.7,270.0,top
_7218,171.77,-145.9,270.0,top
_7217,171.77,-145.9,270.0,top
_7216,171.77,-145.9,270.0,top
_7215,171.77,-145.7,180.0,bottom
_7214,171.77,-145.9,270.0,top
_7213,171.77,-145.9,180.0,bottom
_7212,171.77,-145.9,270.0,top
_7211,171.77,-145.9,270.0,top
_7210,171.77,-145.9,270.0,top
_7209,171.77,-145.7,270.0,top
_7208,171.77,-145.9,180.0,bottom
_7207,171.77,-153.1,270.0,top
_7206,171.77,-145.9,270.0,top
_7205,171.77,-153.36,270.0,top
_7204,171.77,-145.9,270.0,top
_7203,171.77,-145.9,180.0,bottom
_7202,171.77,-146.1,270.0,top
_7201,171.77,-134.64,270.0,top
_7200,171.77,-134.64,270.0,top
_7199,171.77,-134.64,270.0,top
_7198,171.77,-134.64,270.0,top
_7197,171.77,-134.44,270.0,top
_7196,171.77,-134.64,270.0,top
_7195,171.77,-134.64,270.0,top
_7194,171.77,-134.64,270.0,top
_7193,171.77,-134.64,180.0,bottom
_7192,171.77,-134.44,270.0,top
_7191,171.77,-152.2,270.0,top
_7190,171.77,-152.0,270.0,top
_7189,171.77,-134.64,270.0,top
_7188,171.77,-134.44,180.0,bottom
_7187,171.77,-134.84,270.0,top
_7186,171.77,-152.0,270.0,top
_7185,171.77,-152.4,270.0,top
_7184,171.77,-134.64,180.0,bottom
_7183,171.77,-152.2,180.0,bottom
_7182,171.77,-152.2,270.0,top
_7181,171.77,-152.2,270.0,top
_7180,171.77,-134.64,180.0,bottom
_7179,171.77,-152.2,270.0,top
_7178,171.77,-152.4,270.0,top
_7177,171.77,-152.4,270.0,top
_7176,171.77,-152.4,270.0,top
_7175,171.77,-152.2,270.0,top
_7174,171.77,-152.0,270.0,top
_7173,171.77,-152.2,270.0,top
_7172,171.77,-152.2,270.0,top
_7171,171.77,-152.2,180.0,bottom
_7170,171.77,-152.2,270.0,top
_7169,171.77,-152.2,270.0,top
_7168,171.77,-139.54,270.0,top
_7167,171.77,-139.14,270.0,top
_7166,171.77,-139.34,270.0,top
_7165,171.77,-152.2,270.0,top
_7164,171.77,-152.2,270.0,top
_7163,171.77,-152.4,270.0,top
_7162,171.77,-152.0,180.0,bottom
_7161,171.77,-139.34,270.0,top
_7160,171.77,-139.34,270.0,top
_7159,171.77,-139.54,270.0,top
_7158,171.77,-139.14,270.0,top
_7157,171.77,-139.34,180.0,bottom
_7156,171.77,-139.34,270.0,top
_7155,171.77,-139.08,180.0,bottom
_7154,171.77,-143.9,270.0,top
_7153,171.77,-143.5,180.0,bottom
_7152,171.77,-143.9,270.0,top
_7151,171.77,-143.7,180.0,bottom
_7150,171.77,-139.54,270.0,top
_7149,171.77,-143.5,270.0,top
_7148,171.77,-147.92,270.0,top
_7147,171.77,-148.12,270.0,top
_7146,171.77,-148.26,270.0,top
_7145,171.77,-154.3,270.0,top
_7144,171.77,-147.92,270.0,top
_7143,171.77,-148.12,270.0,top
_7142,171.77,-148.12,270.0,top
_7141,171.77,-148.12,180.0,bottom
_7140,171.77,-148.12,270.0,top
_7139,171.77,-148.46,270.0,top
_7138,171.77,-149.32,270.0,top
_7137,171.77,-148.26,180.0,bottom
_7136,171.77,-148.46,270.0,top
_7135,171.77,-148.46,180.0,bottom
_7134,171.77,-148.12,270.0,top
_7133,171.77,-149.32,270.0,top
_7132,171.77,-148.46,270.0,top
_7131,171.77,-149.12,270.0,top
_7130,171.77,-148.46,270.0,top
_7129,171.77,-148.26,270.0,top
_7128,171.77,-148.46,180.0,bottom
_7127,171.77,-149.32,180.0,bottom
_7126,171.77,-149.12,270.0,top
_7125,171.77,-148.46,270.0,top
_7124,171.77,-149.52,270.0,top
_7123,171.77,-149.32,270.0,top
_7122,171.77,-149.32,270.0,top
_7121,171.77,-149.32,270.0,top
_7120,171.77,-149.32,270.0,top
_7119,171.77,-149.32,180.0,bottom
_7118,171.77,-149.12,270.0,top
_7117,171.77,-149.32,270.0,top
_7116,171.77,-149.32,270.0,top
_7115,171.77,-149.32,270.0,top
_7114,171.77,-149.52,270.0,top
_7113,171.77,-149.52,270.0,top
_7112,171.77,-149.52,270.0,top
_7111,171.77,-149.32,270.0,top
_7110,171.77,-149.32,270.0,top
_7109,171.77,-149.52,270.0,top
_7108,171.77,-149.12,180.0,bottom
_7107,171.77,-149.12,270.0,top
_7106,171.77,-148.86,270.0,top
_7105,171.77,-149.52,270.0,top
_7104,171.77,-149.52,180.0,bottom
_7103,171.77,-149.32,270.0,top
_7102,171.77,-149.32,180.0,bottom
_7101,171.77,-148.92,180.0,bottom
_7100,171.77,-149.12,270.0,top
_7099,171.77,-140.28,270.0,top
_7098,171.77,-138.48,180.0,bottom
_7097,171.77,-140.48,270.0,top
_7096,171.77,-140.08,270.0,top
_7095,171.77,-138.68,270.0,top
_7094,171.77,-140.28,180.0,bottom
_7093,171.77,-140.48,270.0,top
_7092,171.77,-138.48,270.0,top
_7091,171.77,-140.28,270.0,top
_7090,171.77,-140.08,180.0,bottom
_7089,171.77,-140.28,270.0,top
_7088,171.77,-134.64,270.0,top
_7087,171.77,-134.44,270.0,top
_7086,171.77,-134.64,270.0,top
_7085,171.77,-134.44,270.0,top
_7084,171.77,-138.48,270.0,top
_7083,171.77,-134.64,270.0,top
_7082,171.77,-152.9,270.0,top
_7081,171.77,-152.7,180.0,bottom
_7080,171.77,-152.9,270.0,top
_7079,171.77,-152.5,270.0,top
_7078,171.77,-152.7,270.0,top
_7077,171.77,-154.3,180.0,bottom
_7076,171.77,-152.7,270.0,top
_7075,171.77,-152.7,270.0,top
_7074,171.77,-152.7,270.0,top
_7073,171.77,-154.5,270.0,top
_7072,171.77,-152.9,270.0,top
_7071,171.77,-147.26,270.0,top
_7070,171.77,-152.7,270.0,top
_7069,171.77,-152.7,270.0,top
_7068,171.77,-152.7,270.0,top
_7067,171.77,-152.9,180.0,bottom
_7066,171.77,-154.5,270.0,top
_7065,171.77,-147.06,270.0,top
_7064,171.77,-147.06,270.0,top
_7063,171.77,-147.06,180.0,bottom
_7062,171.77,-147.06,270.0,top
_7061,171.77,-147.26,270.0,top
_7060,171.77,-147.06,180.0,bottom
_7059,171.77,-147.06,270.0,top
_7058,171.77,-147.26,270.0,top
_7057,171.77,-147.26,270.0,top
_7056,171.77,-147.06,270.0,top
_7055,171.77,-147.26,270.0,top
_7054,171.77,-147.26,270.0,top
_7053,171.77,-147.06,270.0,top
_7052,171.77,-147.26,180.0,bottom
_7051,171.77,-147.26,270.0,top
_7050,171.77,-147.06,270.0,top
_7049,171.77,-147.26,270.0,top
_7048,171.77,-147.26,180.0,bottom
_7047,171.77,-147.06,270.0,top
_7046,171.77,-147.26,270.0,top
_7045,171.77,-147.26,180.0,bottom
_7044,171.77,-150.8,180.0,bottom
_7043,171.77,-150.8,270.0,top
_7042,171.77,-150.8,270.0,top
_7041,171.77,-150.8,270.0,top
_7040,171.77,-150.8,270.0,top
_7039,171.77,-150.8,180.0,bottom
_7038,171.77,-150.8,270.0,top
_7037,171.77,-150.8,270.0,top
_7036,171.77,-152.9,270.0,top
_7035,171.77,-151.0,270.0,top
_7034,171.77,-150.8,270.0,top
_7033,171.77,-149.12,270.0,top
_7032,171.77,-150.6,180.0,bottom
_7031,171.77,-151.0,270.0,top
_7030,171.77,-151.0,270.0,top
_7029,171.77,-151.34,270.0,top
_7028,171.77,-150.6,270.0,top
_7027,171.77,-148.86,180.0,bottom
_7026,171.77,-151.0,270.0,top
_7025,171.77,-149.12,180.0,bottom
_7024,171.77,-149.12,180.0,bottom
_7023,171.77,-149.32,270.0,top
_7022,171.77,-149.12,270.0,top
_7021,171.77,-148.92,270.0,top
_7020,171.77,-153.56,270.0,top
_7019,171.77,-153.56,270.0,top
_7018,171.77,-148.92,270.0,top
_7017,171.77,-149.12,270.0,top
_7016,171.77,-153.76,270.0,top
_7015,171.77,-153.76,270.0,top
_7014,171.77,-149.12,270.0,top
_7013,171.77,-154.1,270.0,top
_7012,171.77,-149.32,270.0,top
_7011,171.77,-153.56,270.0,top
_7010,171.77,-153.56,270.0,top
_7009,171.77,-153.56,270.0,top
_7008,171.77,-149.12,270.0,top
_7007,171.77,-153.76,180.0,bottom
_7006,171.77,-154.1,270.0,top
_7005,171.77,-153.76,270.0,top
_7004,171.77,-153.56,180.0,bottom
_7003,171.77,-153.9,180.0,bottom
_7002,171.77,-153.9,270.0,top
_7001,171.77,-154.1,180.0,bottom
_7000,171.77,-154.1,270.0,top
_6999,171.77,-153.76,270.0,top
_6998,171.77,-152.7,270.0,top
_6997,171.77,-152.7,270.0,top
_6996,171.77,-154.1,270.0,top
_6995,171.77,-154.96,270.0,top
_6994,171.77,-152.7,270.0,top
_6993,171.77,-153.9,270.0,top
_6992,171.77,-153.76,270.0,top
_6991,171.77,-152.9,270.0,top
_6990,171.77,-153.56,270.0,top
_6989,171.77,-152.9,270.0,top
_6988,171.77,-152.9,180.0,bottom
_6987,171.77,-154.1,180.0,bottom
_6986,171.77,-152.9,270.0,top
_6985,171.77,-154.96,270.0,top
_6984,171.77,-152.9,270.0,top
_6983,171.77,-152.9,180.0,bottom
_6982,171.77,-152.7,180.0,bottom
_6981,171.77,-152.9,270.0,top
_6980,171.77,-153.1,270.0,top
_6979,171.77,-150.8,180.0,bottom
_6978,171.77,-150.8,270.0,top
_6977,171.77,-152.9,270.0,top
_6976,171.77,-152.9,270.0,top
_6975,171.77,-152.9,270.0,top
_6974,171.77,-152.9,270.0,top
_6973,171.77,-153.1,270.0,top
_6972,171.77,-153.1,270.0,top
_6971,171.77,-150.6,270.0,top
_6970,171.77,-150.8,270.0,top
_6969,171.77,-154.3,270.0,top
_6968,171.77,-152.2,270.0,top
_6967,171.77,-154.5,270.0,top
_6966,171.77,-147.92,270.0,top
_6965,171.77,-147.92,270.0,top
_6964,171.77,-152.4,180.0,bottom
_6963,171.77,-154.3,270.0,top
_6962,171.77,-152.2,180.0,bottom
_6961,171.77,-154.3,270.0,top
_6960,171.77,-154.1,270.0,top
_6959,171.77,-147.92,270.0,top
_6958,171.77,-148.46,270.0,top
_6957,171.77,-152.4,270.0,top
_6956,171.77,-147.92,180.0,bottom
_6955,171.77,-154.3,270.0,top
_6954,171.77,-154.5,270.0,top
_6953,171.77,-154.3,270.0,top
_6952,171.77,-147.92,270.0,top
_6951,171.77,-151.34,270.0,top
_6950,171.77,-151.34,270.0,top
_6949,171.77,-151.34,270.0,top
_6948,171.77,-141.84,270.0,top
_6947,171.77,-151.34,180.0,bottom
_6946,171.77,-151.34,180.0,bottom
_6945,171.77,-142.1,270.0,top
_6944,171.77,-151.34,270.0,top
_6943,171.77,-142.1,270.0,top
_6942,171.77,-142.1,270.0,top
_6941,171.77,-151.14,180.0,bottom
_6940,171.77,-141.9,270.0,top
_6939,171.77,-140.74,270.0,top
_6938,171.77,-142.1,180.0,bottom
_6937,171.77,-142.1,270.0,top
_6936,171.77,-142.3,270.0,top
_6935,171.77,-141.84,180.0,bottom
_6934,171.77,-141.84,270.0,top
_6933,171.77,-141.84,270.0,top
_6932,171.77,-140.74,270.0,top
_6931,171.77,-142.1,270.0,top
_6930,171.77,-140.74,180.0,bottom
_6929,171.77,-141.9,270.0,top
_6928,171.77,-142.1,270.0,top
_6927,171.77,-142.1,180.0,bottom
_6926,171.77,-142.3,270.0,top
_6925,171.77,-140.48,180.0,bottom
_6924,171.77,-142.1,270.0,top
_6923,171.77,-141.9,180.0,bottom
_6922,171.77,-140.48,270.0,top
_6921,171.77,-140.74,270.0,top
_6920,171.77,-140.74,270.0,top
_6919,171.77,-140.54,180.0,bottom
_6918,171.77,-140.54,270.0,top
_6917,171.77,-140.74,270.0,top
_6916,171.77,-140.74,180.0,bottom
_6915,171.77,-140.74,270.0,top
_6914,171.77,-140.54,270.0,top
_6913,171.77,-154.1,270.0,top
_6912,171.77,-154.3,270.0,top
_6911,171.77,-154.3,180.0,bottom
_6910,171.77,-154.3,270.0,top
_6909,171.77,-140.74,270.0,top
_6908,171.77,-154.3,270.0,top
_6907,171.77,-140.94,270.0,top
_6906,171.77,-154.3,270.0,top
_6905,171.77,-154.5,270.0,top
_6904,171.77,-154.3,270.0,top
_6903,171.77,-154.3,180.0,bottom
_6902,171.77,-154.1,270.0,top
_6901,171.77,-140.94,270.0,top
_6900,171.77,-154.1,270.0,top
_6899,171.77,-152.5,270.0,top
_6898,171.77,-154.1,180.0,bottom
_6897,171.77,-154.3,270.0,top
_6896,171.77,-152.9,270.0,top
_6895,171.77,-154.3,270.0,top
_6894,171.77,-152.7,180.0,bottom
_6893,171.77,-154.3,270.0,top
_6892,171.77,-152.5,180.0,bottom
_6891,171.77,-154.76,180.0,bottom
_6890,171.77,-155.16,270.0,top
_6889,171.77,-150.8,270.0,top
_6888,171.77,-154.5,180.0,bottom
_6887,171.77,-155.16,270.0,top
_6886,171.77,-154.96,270.0,top
_6885,171.77,-154.56,180.0,bottom
_6884,171.77,-155.16,270.0,top
_6883,171.77,-153.36,270.0,top
_6882,171.77,-154.56,270.0,top
_6881,171.77,-154.76,270.0,top
_6880,171.77,-153.56,270.0,top
_6879,171.77,-154.76,270.0,top
_6878,171.77,-154.56,270.0,top
_6877,171.77,-154.76,180.0,bottom
_6876,171.77,-154.96,270.0,top
_6875,171.77,-153.36,270.0,top
_6874,171.77,-154.76,270.0,top
_6873,171.77,-153.76,270.0,top
_6872,171.77,-134.84,270.0,top
_6871,171.77,-154.76,270.0,top
_6870,171.77,-154.76,270.0,top
_6869,171.77,-154.96,270.0,top
_6868,171.77,-132.84,270.0,top
_6867,171.77,-154.76,270.0,top
_6866,171.77,-153.56,270.0,top
_6865,171.77,-153.56,270.0,top
_6864,171.77,-153.36,270.0,top
_6863,171.77,-133.04,270.0,top
_6862,171.77,-133.04,270.0,top
_6861,171.77,-133.04,180.0,bottom
_6860,171.77,-132.84,270.0,top
_6859,171.77,-133.04,270.0,top
_6858,171.77,-133.04,270.0,top
_6857,171.77,-132.84,180.0,bottom
_6856,171.77,-133.04,180.0,bottom
_6855,171.77,-133.04,270.0,top
_6854,171.77,-133.24,270.0,top
_6853,171.77,-133.24,270.0,top
_6852,171.77,-133.04,270.0,top
_6851,171.77,-133.04,270.0,top
_6850,171.77,-133.04,270.0,top
_6849,171.77,-133.24,270.0,top
_6848,171.77,-133.24,270.0,top
_6847,171.77,-133.24,270.0,top
_6846,171.77,-133.24,270.0,top
_6845,171.77,-133.24,180.0,bottom
_6844,171.77,-133.04,270.0,top
_6843,171.77,-133.24,180.0,bottom
_6842,171.77,-133.24,270.0,top
_6841,171.77,-133.24,270.0,top
_6840,171.77,-133.04,270.0,top
_6839,171.77,-133.24,270.0,top
_6838,171.77,-143.9,270.0,top
_6837,171.77,-143.24,270.0,top
_6836,171.77,-143.9,270.0,top
_6835,171.77,-143.7,270.0,top
_6834,171.77,-143.9,180.0,bottom
_6833,171.77,-143.7,270.0,top
_6832,171.77,-143.3,270.0,top
_6831,171.77,-143.24,180.0,bottom
_6830,171.77,-143.3,270.0,top
_6829,171.77,-142.1,270.0,top
_6828,171.77,-142.3,270.0,top
_6827,171.77,-143.5,180.0,bottom
_6826,171.77,-143.5,270.0,top
_6825,171.77,-143.7,270.0,top
_6824,171.77,-143.3,180.0,bottom
_6823,171.77,-143.5,270.0,top
_6822,171.77,-142.3,270.0,top
_6821,171.77,-143.7,270.0,top
_6820,171.77,-142.1,270.0,top
_6819,171.77,-143.5,270.0,top
_6818,171.77,-142.3,270.0,top
_6817,171.77,-142.3,180.0,bottom
_6816,171.77,-142.3,270.0,top
_6815,171.77,-142.5,270.0,top
_6814,171.77,-142.1,270.0,top
_6813,171.77,-143.5,270.0,top
_6812,171.77,-143.5,270.0,top
_6811,171.77,-143.5,270.0,top
_6810,171.77,-140.08,270.0,top
_6809,171.77,-142.1,180.0,bottom
_6808,171.77,-142.3,180.0,bottom
_6807,171.77,-140.28,270.0,top
_6806,171.77,-140.28,270.0,top
_6805,171.77,-142.3,270.0,top
_6804,171.77,-140.48,270.0,top
_6803,171.77,-142.3,270.0,top
_6802,171.77,-140.28,270.0,top
_6801,171.77,-140.28,270.0,top
_6800,171.77,-140.28,270.0,top
_6799,171.77,-140.28,270.0,top
_6798,171.77,-140.28,270.0,top
_6797,171.77,-140.48,270.0,top
_6796,171.77,-140.28,270.0,top
_6795,171.77,-140.28,270.0,top
_6794,171.77,-140.08,270.0,top
_6793,171.77,-140.28,180.0,bottom
_6792,171.77,-140.48,270.0,top
_6791,171.77,-140.28,270.0,top
_6790,171.77,-140.28,270.0,top
_6789,171.77,-140.08,270.0,top
_6788,171.77,-140.28,180.0,bottom
_6787,171.77,-150.34,180.0,bottom
_6786,171.77,-150.6,270.0,top
_6785,171.77,-150.8,270.0,top
_6784,171.77,-155.16,180.0,bottom
_6783,171.77,-154.76,270.0,top
_6782,171.77,-150.6,270.0,top
_6781,171.77,-150.6,270.0,top
_6780,171.77,-150.8,270.0,top
_6779,171.77,-150.4,270.0,top
_6778,171.77,-150.6,180.0,bottom
_6777,171.77,-150.6,270.0,top
_6776,171.77,-155.16,270.0,top
_6775,171.77,-154.96,180.0,bottom
_6774,171.77,-154.5,270.0,top
_6773,171.77,-154.96,270.0,top
_6772,171.77,-138.88,270.0,top
_6771,171.77,-138.88,270.0,top
_6770,171.77,-138.88,270.0,top
_6769,171.77,-138.68,270.0,top
_6768,171.77,-138.88,270.0,top
_6767,171.77,-138.88,270.0,top
_6766,171.77,-138.88,270.0,top
_6765,171.77,-138.68,270.0,top
_6764,171.77,-138.68,270.0,top
_6763,171.77,-138.88,270.0,top
_6762,171.77,-138.68,270.0,top
_6761,171.77,-138.88,270.0,top
_6760,171.77,-138.88,270.0,top
_6759,171.77,-138.88,270.0,top
_6758,171.77,-138.68,270.0,top
_6757,171.77,-138.88,180.0,bottom
_6756,171.77,-139.08,270.0,top
_6755,171.77,-138.88,270.0,top
_6754,171.77,-138.88,180.0,bottom
_6753,171.77,-138.68,270.0,top
_6752,171.77,-138.88,270.0,top
_6751,171.77,-138.88,180.0,bottom
_6750,171.77,-138.88,270.0,top
_6749,171.77,-138.68,180.0,bottom
_6748,171.77,-139.34,270.0,top
_6747,171.77,-139.08,270.0,top
_6746,171.77,-138.88,270.0,top
_6745,171.77,-139.08,270.0,top
_6744,171.77,-139.08,270.0,top
_6743,171.77,-139.08,270.0,top
_6742,171.77,-139.34,270.0,top
_6741,171.77,-139.34,180.0,bottom
_6740,171.77,-139.08,270.0,top
_6739,171.77,-138.26,270.0,top
_6738,171.77,-137.86,270.0,top
_6737,171.77,-139.34,270.0,top
_6736,171.77,-139.34,270.0,top
_6735,171.77,-139.14,180.0,bottom
_6734,171.77,-138.26,270.0,top
_6733,171.77,-137.6,180.0,bottom
_6732,171.77,-137.86,180.0,bottom
_6731,171.77,-137.66,270.0,top
_6730,171.77,-137.66,270.0,top
_6729,171.77,-138.26,180.0,bottom
_6728,171.77,-137.6,270.0,top
_6727,171.77,-138.26,270.0,top
_6726,171.77,-137.86,180.0,bottom
_6725,171.77,-137.86,270.0,top
_6724,171.77,-137.86,270.0,top
_6723,171.77,-137.66,180.0,bottom
_6722,171.77,-143.04,270.0,top
_6721,171.77,-143.24,270.0,top
_6720,171.77,-136.66,270.0,top
_6719,171.77,-143.04,270.0,top
_6718,171.77,-143.04,270.0,top
_6717,171.77,-136.66,270.0,top
_6716,171.77,-136.86,270.0,top
_6715,171.77,-143.04,270.0,top
_6714,171.77,-143.24,270.0,top
_6713,171.77,-142.84,270.0,top
_6712,171.77,-141.14,270.0,top
_6711,171.77,-143.04,270.0,top
_6710,171.77,-136.66,270.0,top
_6709,171.77,-136.86,270.0,top
_6708,171.77,-136.66,180.0,bottom
_6707,171.77,-136.66,270.0,top
_6706,171.77,-137.0,180.0,bottom
_6705,171.77,-137.2,270.0,top
_6704,171.77,-136.86,270.0,top
_6703,171.77,-136.66,270.0,top
_6702,171.77,-136.66,270.0,top
_6701,171.77,-136.86,270.0,top
_6700,171.77,-136.86,270.0,top
_6699,171.77,-137.2,270.0,top
_6698,171.77,-137.2,270.0,top
_6697,171.77,-136.86,180.0,bottom
_6696,171.77,-137.0,270.0,top
_6695,171.77,-137.2,270.0,top
_6694,171.77,-137.2,180.0,bottom
_6693,171.77,-137.0,270.0,top
_6692,171.77,-137.2,180.0,bottom
_6691,171.77,-138.06,180.0,bottom
_6690,171.77,-138.06,270.0,top
_6689,171.77,-137.86,270.0,top
_6688,171.77,-138.06,270.0,top
_6687,171.77,-137.2,270.0,top
_6686,171.77,-138.06,270.0,top
_6685,171.77,-137.2,270.0,top
_6684,171.77,-138.06,270.0,top
_6683,171.77,-138.26,270.0,top
_6682,171.77,-138.06,180.0,bottom
_6681,171.77,-137.86,270.0,top
_6680,171.77,-138.06,270.0,top
_6679,171.77,-138.06,270.0,top
_6678,171.77,-138.06,270.0,top
_6677,171.77,-137.86,270.0,top
_6676,171.77,-138.06,270.0,top
_6675,171.77,-138.06,180.0,bottom
_6674,171.77,-138.06,270.0,top
_6673,171.77,-138.26,270.0,top
_6672,171.77,-138.26,270.0,top
_6671,171.77,-138.06,270.0,top
_6670,171.77,-137.86,180.0,bottom
_6669,171.77,-138.06,270.0,top
_6668,171.77,-141.44,180.0,bottom
_6667,171.77,-141.64,270.0,top
_6666,171.77,-138.06,270.0,top
_6665,171.77,-139.54,270.0,top
_6664,171.77,-141.64,270.0,top
_6663,171.77,-141.64,180.0,bottom
_6662,171.77,-141.64,270.0,top
_6661,171.77,-141.64,270.0,top
_6660,171.77,-141.84,270.0,top
_6659,171.77,-141.84,270.0,top
_6658,171.77,-139.34,270.0,top
_6657,171.77,-139.54,270.0,top
_6656,171.77,-139.54,270.0,top
_6655,171.77,-139.54,180.0,bottom
_6654,171.77,-139.54,270.0,top
_6653,171.77,-139.34,270.0,top
_6652,171.77,-139.54,180.0,bottom
_6651,171.77,-141.64,270.0,top
_6650,171.77,-139.54,270.0,top
_6649,171.77,-139.54,270.0,top
_6648,171.77,-139.74,270.0,top
_6647,171.77,-139.54,270.0,top
_6646,171.77,-140.08,270.0,top
_6645,171.77,-139.74,270.0,top
_6644,171.77,-139.88,270.0,top
_6643,171.77,-139.54,270.0,top
_6642,171.77,-139.74,270.0,top
_6641,171.77,-139.54,180.0,bottom
_6640,171.77,-139.34,180.0,bottom
_6639,171.77,-139.54,270.0,top
_6638,171.77,-139.54,270.0,top
_6637,171.77,-139.54,270.0,top
_6636,171.77,-139.88,270.0,top
_6635,171.77,-139.74,270.0,top
_6634,171.77,-139.74,270.0,top
_6633,171.77,-140.08,270.0,top
_6632,171.77,-139.74,180.0,bottom
_6631,171.77,-140.08,180.0,bottom
_6630,171.77,-139.88,180.0,bottom
_6629,171.77,-140.08,270.0,top
_6628,171.77,-140.08,180.0,bottom
_6627,171.77,-140.94,270.0,top
_6626,171.77,-140.08,270.0,top
_6625,171.77,-140.74,270.0,top
_6624,171.77,-139.74,270.0,top
_6623,171.77,-140.08,270.0,top
_6622,171.77,-140.08,270.0,top
_6621,171.77,-140.94,270.0,top
_6620,171.77,-141.14,270.0,top
_6619,171.77,-140.94,180.0,bottom
_6618,171.77,-140.94,270.0,top
_6617,171.77,-140.94,270.0,top
_6616,171.77,-140.94,180.0,bottom
_6615,171.77,-141.14,270.0,top
_6614,171.77,-140.94,270.0,top
_6613,171.77,-140.94,270.0,top
_6612,171.77,-140.94,270.0,top
_6611,171.77,-140.94,270.0,top
_6610,171.77,-140.74,270.0,top
_6609,171.77,-140.94,270.0,top
_6608,171.77,-140.74,270.0,top
_6607,171.77,-141.14,270.0,top
_6606,171.77,-140.94,180.0,bottom
_6605,171.77,-140.74,180.0,bottom
_6604,171.77,-140.94,270.0,top
_6603,171.77,-140.94,270.0,top
_6602,171.77,-141.14,180.0,bottom
_6601,171.77,-143.04,270.0,top
_6600,171.77,-141.14,270.0,top
_6599,171.77,-146.86,180.0,bottom
_6598,171.77,-148.66,180.0,bottom
_6597,171.77,-140.94,270.0,top
_6596,171.77,-141.14,270.0,top
_6595,171.77,-146.86,270.0,top
_6594,171.77,-144.7,270.0,top
_6593,171.77,-147.06,270.0,top
_6592,171.77,-146.86,270.0,top
_6591,171.77,-147.06,270.0,top
_6590,171.77,-148.86,270.0,top
_6589,171.77,-144.3,180.0,bottom
_6588,171.77,-144.7,270.0,top
_6587,171.77,-144.7,270.0,top
_6586,171.77,-144.5,270.0,top
_6585,171.77,-144.7,270.0,top
_6584,171.77,-144.5,180.0,bottom
_6583,171.77,-144.7,270.0,top
_6582,171.77,-144.5,270.0,top
_6581,171.77,-144.5,270.0,top
_6580,171.77,-144.5,270.0,top
_6579,171.77,-144.7,270.0,top
_6578,171.77,-144.7,180.0,bottom
_6577,171.77,-144.96,270.0,top
_6576,171.77,-145.16,270.0,top
_6575,171.77,-144.76,270.0,top
_6574,171.77,-144.96,180.0,bottom
_6573,171.77,-145.16,270.0,top
_6572,171.77,-144.96,270.0,top
_6571,171.77,-144.96,270.0,top
_6570,171.77,-144.96,270.0,top
_6569,171.77,-144.76,180.0,bottom
_6568,171.77,-144.96,270.0,top
_6567,171.77,-145.16,270.0,top
_6566,171.77,-144.96,270.0,top
_6565,171.77,-145.16,270.0,top
_6564,171.77,-145.16,180.0,bottom
_6563,171.77,-144.96,270.0,top
_6562,171.77,-144.96,270.0,top
_6561,171.77,-144.96,270.0,top
_6560,171.77,-144.76,270.0,top
